idade,renda,propriedade_casa,tempo_emprego,intencao_emprestimo,classificacao,vlr_emprestimo,tx_juros,status_emprestimo,pct_renda_emprestimo,inadimplencia_arquivada,hist_credito,nivel_risco,faixa_renda,faixa_emprestimo,alerta_comprometimento,faixa_hist_credito
25.0,150000,Financiada,9.0,Saúde,B,25000,10.37,0,0.17,Não,2,Risco Baixo,Muito Alta,Alto,False,Muito Curto
25.0,150000,Financiada,4.0,Educacão,A,6000,7.66,0,0.04,Não,3,Risco Muito Baixo,Muito Alta,Baixo,False,Curto
21.0,19000,Propria,0.0,Saúde,D,7200,14.74,1,0.38,Sim,4,Risco Médio,Muito Baixa,Médio,False,Curto
25.0,150000,Financiada,9.0,Pessoal,B,20000,8.88,0,0.13,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
22.0,87800,Alugada,3.0,Saúde,B,15000,11.36,0,0.17,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
25.0,150000,Financiada,3.0,Reforma,A,15000,6.54,0,0.1,Não,2,Risco Muito Baixo,Muito Alta,Médio,False,Muito Curto
23.0,150000,Financiada,7.0,Saúde,A,8000,6.91,0,0.05,Não,2,Risco Muito Baixo,Muito Alta,Médio,False,Muito Curto
26.0,150000,Financiada,3.0,Consolidação de dívidas,B,25000,9.99,0,0.17,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
23.0,88000,Alugada,0.0,Educacão,C,15000,10.28,0,0.17,Não,2,Risco Médio-Baixo,Muito Alta,Médio,False,Muito Curto
25.0,150000,Financiada,5.0,Consolidação de dívidas,A,10000,6.54,0,0.07,Não,4,Risco Muito Baixo,Muito Alta,Médio,False,Curto
26.0,150000,Financiada,10.0,Consolidação de dívidas,B,14000,10.36,0,0.09,Não,3,Risco Baixo,Muito Alta,Médio,False,Curto
22.0,150000,Financiada,6.0,Pessoal,D,18000,15.2,0,0.12,Não,4,Risco Médio,Muito Alta,Alto,False,Curto
26.0,78000,Alugada,1.0,Consolidação de dívidas,B,15000,12.42,1,0.19,Não,3,Risco Baixo,Alta,Médio,False,Curto
24.0,90000,Alugada,6.0,Reforma,D,15000,17.27,0,0.17,Sim,4,Risco Médio,Muito Alta,Médio,False,Curto
24.0,90000,Alugada,0.0,Consolidação de dívidas,A,15000,7.9,0,0.17,Não,2,Risco Muito Baixo,Muito Alta,Médio,False,Muito Curto
24.0,150000,Financiada,2.0,Pessoal,B,24250,10.38,0,0.16,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
24.0,90000,Alugada,8.0,Reforma,D,15000,17.58,0,0.17,Não,3,Risco Médio,Muito Alta,Médio,False,Curto
24.0,150000,Financiada,3.0,Saúde,C,15000,,0,0.1,Não,2,Risco Médio-Baixo,Muito Alta,Médio,False,Muito Curto
22.0,90000,Alugada,5.0,Saúde,B,15000,11.49,0,0.17,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
25.0,150000,Financiada,7.0,Reforma,B,22000,10.38,0,0.15,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
24.0,150000,Financiada,8.0,,B,24000,10.99,0,0.16,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
26.0,90000,Alugada,8.0,Pessoal,D,15000,,0,0.17,Sim,3,Risco Médio,Muito Alta,Médio,False,Curto
23.0,150000,Financiada,5.0,,A,10000,7.14,0,0.07,Não,4,Risco Muito Baixo,Muito Alta,Médio,False,Curto
25.0,150000,Financiada,9.0,Consolidação de dívidas,B,25000,10.25,0,0.17,Não,2,Risco Baixo,Muito Alta,Alto,False,Muito Curto
24.0,150000,Financiada,8.0,Educacão,B,25000,,0,0.17,Não,2,Risco Baixo,Muito Alta,Alto,False,Muito Curto
24.0,90000,Alugada,3.0,Reforma,B,15000,11.86,0,0.17,Não,2,Risco Baixo,Muito Alta,Médio,False,Muito Curto
26.0,150000,Propria,10.0,,B,24000,11.83,0,0.16,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
26.0,150000,Propria,10.0,,A,21000,,0,0.14,Não,4,Risco Muito Baixo,Muito Alta,Alto,False,Curto
26.0,150000,Propria,6.0,Educacão,D,7000,14.96,0,0.05,Sim,4,Risco Médio,Muito Alta,Baixo,False,Curto
22.0,150000,Financiada,6.0,Saúde,C,9500,12.87,0,0.06,Sim,4,Risco Médio-Baixo,Muito Alta,Médio,False,Curto
24.0,90000,Alugada,9.0,,D,15000,14.42,0,0.17,Sim,3,Risco Médio,Muito Alta,Médio,False,Curto
24.0,150000,Financiada,8.0,,C,15000,13.16,0,0.1,Sim,3,Risco Médio-Baixo,Muito Alta,Médio,False,Curto
25.0,79000,Alugada,5.0,Educacão,B,15000,12.18,1,0.19,Não,3,Risco Baixo,Alta,Médio,False,Curto
26.0,150000,Financiada,10.0,Pessoal,B,15000,12.21,0,0.1,Não,2,Risco Baixo,Muito Alta,Médio,False,Muito Curto
25.0,150000,Financiada,6.0,Consolidação de dívidas,C,5000,13.16,0,0.03,Sim,4,Risco Médio-Baixo,Muito Alta,Baixo,False,Curto
26.0,150000,Financiada,0.0,Consolidação de dívidas,A,6000,9.63,0,0.04,Não,4,Risco Muito Baixo,Muito Alta,Baixo,False,Curto
25.0,150000,Financiada,9.0,Saúde,B,12500,11.58,0,0.08,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
24.0,150000,Financiada,5.0,Consolidação de dívidas,B,20000,10.51,0,0.13,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
24.0,68000,Alugada,5.0,Saúde,D,15000,15.58,1,0.19,Sim,4,Risco Médio,Alta,Médio,False,Curto
26.0,138000,Financiada,4.0,Educacão,F,18000,16.4,1,0.13,Não,3,Risco Alto,Muito Alta,Alto,False,Curto
23.0,150000,Financiada,8.0,Consolidação de dívidas,B,24000,9.76,0,0.16,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
25.0,150000,Financiada,9.0,Saúde,B,12125,8.7,0,0.08,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
21.0,150075,Propria,0.0,,A,25000,7.49,0,0.17,Não,2,Risco Muito Baixo,Muito Alta,Alto,False,Muito Curto
23.0,150600,Financiada,3.0,Educacão,A,2400,7.49,0,0.02,Não,2,Risco Muito Baixo,Muito Alta,Muito Baixo,False,Muito Curto
24.0,151000,Financiada,8.0,Reforma,C,35000,14.27,0,0.23,Sim,2,Risco Médio-Baixo,Muito Alta,Muito Alto,False,Muito Curto
21.0,151000,Financiada,5.0,,B,8000,11.12,0,0.05,Não,2,Risco Baixo,Muito Alta,Médio,False,Muito Curto
24.0,31000,Alugada,6.0,Pessoal,C,15075,15.27,1,0.49,Sim,2,Risco Médio-Baixo,Muito Baixa,Alto,True,Muito Curto
24.0,82308,Alugada,4.0,Reforma,B,15125,10.36,0,0.18,Não,4,Risco Baixo,Alta,Alto,False,Curto
26.0,152000,Financiada,3.0,Saúde,A,17500,8.49,0,0.12,Não,2,Risco Muito Baixo,Muito Alta,Alto,False,Muito Curto
26.0,152004,Financiada,8.0,Educacão,A,5800,7.88,0,0.04,Não,3,Risco Muito Baixo,Muito Alta,Baixo,False,Curto
26.0,152229,Propria,3.0,Pessoal,B,15000,11.36,0,0.1,Não,2,Risco Baixo,Muito Alta,Médio,False,Muito Curto
25.0,153000,Financiada,9.0,Educacão,B,7500,11.71,0,0.05,Não,3,Risco Baixo,Muito Alta,Médio,False,Curto
25.0,153000,Financiada,9.0,Educacão,C,14500,13.85,0,0.09,Não,3,Risco Médio-Baixo,Muito Alta,Médio,False,Curto
25.0,153600,Financiada,1.0,Consolidação de dívidas,A,18000,6.99,0,0.12,Não,2,Risco Muito Baixo,Muito Alta,Alto,False,Muito Curto
25.0,154000,Financiada,4.0,Saúde,A,12225,7.49,0,0.08,Não,3,Risco Muito Baixo,Muito Alta,Médio,False,Curto
24.0,154000,Financiada,8.0,Consolidação de dívidas,A,6000,5.79,0,0.04,Não,4,Risco Muito Baixo,Muito Alta,Baixo,False,Curto
25.0,154000,Financiada,1.0,Educacão,B,21600,10.37,0,0.14,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
25.0,154000,Financiada,2.0,Reforma,C,9200,12.61,0,0.06,Sim,4,Risco Médio-Baixo,Muito Alta,Médio,False,Curto
25.0,154000,Financiada,9.0,Consolidação de dívidas,B,12000,10.99,0,0.08,Não,3,Risco Baixo,Muito Alta,Médio,False,Curto
26.0,154000,Financiada,5.0,Saúde,B,12400,11.83,0,0.08,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
25.0,154008,Financiada,1.0,Consolidação de dívidas,B,9600,10.95,0,0.06,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
26.0,155000,Financiada,4.0,Saúde,A,18000,6.99,0,0.12,Não,4,Risco Muito Baixo,Muito Alta,Alto,False,Curto
21.0,18000,Propria,5.0,Reforma,A,6500,7.4,1,0.36,Não,3,Risco Muito Baixo,Muito Baixa,Baixo,False,Curto
24.0,155000,Financiada,5.0,Pessoal,A,12000,7.49,0,0.08,Não,4,Risco Muito Baixo,Muito Alta,Médio,False,Curto
25.0,155000,Financiada,8.0,Pessoal,C,10000,13.06,0,0.06,Sim,3,Risco Médio-Baixo,Muito Alta,Médio,False,Curto
25.0,39000,Alugada,9.0,,D,15200,16.0,1,0.39,Não,3,Risco Médio,Baixa,Alto,False,Curto
26.0,155000,Financiada,10.0,Educacão,B,25000,10.75,0,0.16,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
25.0,155000,Financiada,9.0,Saúde,A,18000,7.51,0,0.12,Não,2,Risco Muito Baixo,Muito Alta,Alto,False,Muito Curto
24.0,48000,Alugada,4.0,Consolidação de dívidas,B,15200,11.48,1,0.32,Não,3,Risco Baixo,Baixa,Alto,False,Curto
23.0,143000,Financiada,7.0,Consolidação de dívidas,D,24250,14.59,1,0.17,Sim,2,Risco Médio,Muito Alta,Alto,False,Muito Curto
22.0,28080,Alugada,5.0,,E,15250,16.7,1,0.54,Não,4,Risco Médio-Alto,Muito Baixa,Alto,True,Curto
22.0,155000,Financiada,7.0,Consolidação de dívidas,B,4000,11.14,0,0.03,Não,3,Risco Baixo,Muito Alta,Baixo,False,Curto
25.0,155000,Financiada,3.0,Pessoal,D,22000,16.0,0,0.14,Sim,4,Risco Médio,Muito Alta,Alto,False,Curto
25.0,155004,Financiada,9.0,Reforma,A,10500,7.49,0,0.07,Não,2,Risco Muito Baixo,Muito Alta,Médio,False,Muito Curto
23.0,31200,Alugada,0.0,Saúde,E,15250,17.93,1,0.49,Não,2,Risco Médio-Alto,Muito Baixa,Alto,True,Muito Curto
26.0,155142,Financiada,6.0,Pessoal,D,23000,18.25,0,0.15,Não,2,Risco Médio,Muito Alta,Alto,False,Muito Curto
25.0,155796,Financiada,4.0,Pessoal,C,25000,13.48,0,0.16,Não,2,Risco Médio-Baixo,Muito Alta,Alto,False,Muito Curto
21.0,155800,Financiada,2.0,Saúde,B,18000,11.26,0,0.12,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
26.0,156000,Financiada,6.0,,C,9600,14.27,0,0.06,Sim,2,Risco Médio-Baixo,Muito Alta,Médio,False,Muito Curto
26.0,156000,Financiada,2.0,Reforma,B,35000,10.65,0,0.22,Não,4,Risco Baixo,Muito Alta,Muito Alto,False,Curto
24.0,38272,Alugada,1.0,,C,15250,14.17,1,0.4,Sim,2,Risco Médio-Baixo,Baixa,Alto,True,Muito Curto
26.0,156000,Financiada,5.0,Pessoal,B,7000,9.91,0,0.04,Não,4,Risco Baixo,Muito Alta,Baixo,False,Curto
26.0,34000,Alugada,3.0,,C,15250,13.22,1,0.45,Sim,2,Risco Médio-Baixo,Muito Baixa,Alto,True,Muito Curto
24.0,36000,Alugada,6.0,Saúde,E,15250,15.95,1,0.42,Sim,2,Risco Médio-Alto,Baixa,Alto,True,Muito Curto
24.0,156000,Financiada,8.0,Educacão,B,15000,10.25,0,0.1,Não,3,Risco Baixo,Muito Alta,Médio,False,Curto
26.0,17500,Propria,10.0,Pessoal,A,5500,,1,0.31,Não,2,Risco Muito Baixo,Muito Baixa,Baixo,False,Muito Curto
24.0,59000,Alugada,7.0,Reforma,D,15250,14.96,0,0.26,Não,4,Risco Médio,Média,Alto,False,Curto
24.0,156000,Financiada,6.0,Saúde,C,15000,13.57,0,0.1,Sim,4,Risco Médio-Baixo,Muito Alta,Médio,False,Curto
25.0,156000,Financiada,9.0,Consolidação de dívidas,C,10000,13.22,0,0.06,Sim,2,Risco Médio-Baixo,Muito Alta,Médio,False,Muito Curto
22.0,54288,Alugada,3.0,,B,15350,12.18,0,0.28,Não,3,Risco Baixo,Média,Alto,False,Curto
24.0,120000,Alugada,9.0,Saúde,C,15400,14.26,0,0.13,Não,2,Risco Médio-Baixo,Muito Alta,Alto,False,Muito Curto
25.0,144996,Financiada,9.0,Consolidação de dívidas,D,17600,14.84,1,0.12,Não,3,Risco Médio,Muito Alta,Alto,False,Curto
25.0,157000,Financiada,8.0,Pessoal,A,28000,7.49,0,0.18,Não,4,Risco Muito Baixo,Muito Alta,Alto,False,Curto
26.0,145000,Financiada,9.0,Reforma,B,20000,10.25,1,0.14,Não,2,Risco Baixo,Muito Alta,Alto,False,Muito Curto
26.0,157200,Financiada,1.0,Consolidação de dívidas,B,20000,12.18,0,0.13,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
24.0,36000,Alugada,8.0,,E,15450,13.43,1,0.43,Não,2,Risco Médio-Alto,Baixa,Alto,True,Muito Curto
26.0,157500,Financiada,4.0,Pessoal,B,25000,11.86,0,0.16,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
25.0,158000,Financiada,10.0,,C,20000,14.26,0,0.13,Sim,2,Risco Médio-Baixo,Muito Alta,Alto,False,Muito Curto
26.0,91800,Alugada,7.0,Saúde,C,15450,10.91,1,0.14,Sim,3,Risco Médio-Baixo,Muito Alta,Alto,False,Curto
26.0,159960,Financiada,11.0,Reforma,A,18325,7.49,0,0.11,Não,3,Risco Muito Baixo,Muito Alta,Alto,False,Curto
23.0,159996,Financiada,2.0,Consolidação de dívidas,A,12000,5.42,0,0.08,Não,4,Risco Muito Baixo,Muito Alta,Médio,False,Curto
22.0,71760,Alugada,6.0,Educacão,A,15500,7.88,0,0.22,Não,2,Risco Muito Baixo,Alta,Alto,False,Muito Curto
22.0,160000,Propria,6.0,,A,7000,8.9,0,0.04,Não,3,Risco Muito Baixo,Muito Alta,Baixo,False,Curto
26.0,125000,Alugada,0.0,Educacão,A,15500,7.88,0,0.12,Não,2,Risco Muito Baixo,Muito Alta,Alto,False,Muito Curto
23.0,54000,Alugada,7.0,Consolidação de dívidas,B,15550,11.71,0,0.29,Não,4,Risco Baixo,Média,Alto,False,Curto
24.0,41000,Alugada,4.0,Saúde,C,15600,12.87,1,0.38,Sim,3,Risco Médio-Baixo,Baixa,Alto,False,Curto
22.0,50000,Alugada,7.0,Consolidação de dívidas,B,15600,12.21,1,0.31,Não,4,Risco Baixo,Média,Alto,False,Curto
26.0,148000,Financiada,3.0,Consolidação de dívidas,E,7500,18.39,1,0.05,Sim,3,Risco Médio-Alto,Muito Alta,Médio,False,Curto
24.0,160000,Financiada,8.0,Reforma,E,20000,19.69,0,0.13,Sim,2,Risco Médio-Alto,Muito Alta,Alto,False,Muito Curto
23.0,60000,Alugada,0.0,Pessoal,B,15600,12.69,0,0.26,Não,4,Risco Baixo,Média,Alto,False,Curto
23.0,160000,Financiada,7.0,Consolidação de dívidas,A,15000,7.91,0,0.09,Não,4,Risco Muito Baixo,Muito Alta,Médio,False,Curto
23.0,160000,Financiada,1.0,,C,35000,15.23,0,0.22,Sim,2,Risco Médio-Baixo,Muito Alta,Muito Alto,False,Muito Curto
25.0,62000,Alugada,7.0,Consolidação de dívidas,A,15600,7.49,0,0.25,Não,4,Risco Muito Baixo,Média,Alto,False,Curto
24.0,160000,Financiada,6.0,,B,17000,9.25,0,0.11,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
25.0,110000,Alugada,5.0,Reforma,D,15600,15.33,0,0.14,Sim,4,Risco Médio,Muito Alta,Alto,False,Curto
24.0,148000,Financiada,8.0,Consolidação de dívidas,D,25000,15.31,1,0.17,Sim,2,Risco Médio,Muito Alta,Alto,False,Muito Curto
25.0,46000,Alugada,4.0,Educacão,B,15625,9.91,1,0.34,Não,4,Risco Baixo,Baixa,Alto,False,Curto
24.0,44400,Alugada,4.0,Educacão,F,15650,21.74,1,0.35,Não,4,Risco Alto,Baixa,Alto,False,Curto
24.0,63000,Alugada,1.0,Reforma,A,15675,6.54,0,0.25,Não,2,Risco Muito Baixo,Média,Alto,False,Muito Curto
21.0,160000,Outros,5.0,Educacão,A,6000,8.0,0,0.04,Não,4,Risco Muito Baixo,Muito Alta,Baixo,False,Curto
23.0,68000,Alugada,3.0,Saúde,B,15700,11.49,0,0.23,Não,2,Risco Baixo,Alta,Alto,False,Muito Curto
24.0,162000,Financiada,8.0,Consolidação de dívidas,C,16000,15.96,0,0.1,Sim,2,Risco Médio-Baixo,Muito Alta,Alto,False,Muito Curto
26.0,150500,Financiada,10.0,Consolidação de dívidas,D,10000,15.99,1,0.07,Não,3,Risco Médio,Muito Alta,Médio,False,Curto
23.0,163000,Propria,5.0,Educacão,B,10000,11.36,0,0.06,Não,2,Risco Baixo,Muito Alta,Médio,False,Muito Curto
26.0,151900,Financiada,10.0,Reforma,B,20000,11.26,1,0.13,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
22.0,36000,Alugada,0.0,Pessoal,B,15850,11.48,1,0.44,Não,3,Risco Baixo,Baixa,Alto,True,Curto
24.0,50000,Alugada,8.0,Saúde,E,15850,16.35,1,0.32,Sim,3,Risco Médio-Alto,Média,Alto,False,Curto
23.0,84000,Alugada,3.0,Saúde,A,15850,8.49,0,0.19,Não,4,Risco Muito Baixo,Alta,Alto,False,Curto
23.0,165000,Financiada,3.0,Consolidação de dívidas,A,5000,5.42,0,0.03,Não,3,Risco Muito Baixo,Muito Alta,Baixo,False,Curto
22.0,104000,Alugada,3.0,Saúde,C,15900,13.49,0,0.15,Não,2,Risco Médio-Baixo,Muito Alta,Alto,False,Muito Curto
24.0,76000,Alugada,6.0,Reforma,B,16000,10.99,0,0.21,Não,3,Risco Baixo,Alta,Alto,False,Curto
26.0,165000,Financiada,10.0,Educacão,C,20000,13.22,0,0.12,Sim,4,Risco Médio-Baixo,Muito Alta,Alto,False,Curto
24.0,15996,Propria,8.0,Educacão,A,4000,8.0,1,0.25,Não,2,Risco Muito Baixo,Muito Baixa,Baixo,False,Muito Curto
23.0,77000,Alugada,2.0,Consolidação de dívidas,B,16000,11.14,0,0.21,Não,3,Risco Baixo,Alta,Alto,False,Curto
22.0,165500,Financiada,6.0,Educacão,C,12000,12.99,0,0.07,Sim,3,Risco Médio-Baixo,Muito Alta,Médio,False,Curto
24.0,79500,Alugada,8.0,Reforma,B,16000,11.14,0,0.2,Não,4,Risco Baixo,Alta,Alto,False,Curto
23.0,165996,Financiada,8.0,,A,10000,,0,0.06,Não,4,Risco Muito Baixo,Muito Alta,Médio,False,Curto
22.0,166000,Financiada,1.0,Educacão,B,23450,11.36,0,0.14,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
23.0,80000,Alugada,6.0,Educacão,A,16000,,0,0.2,Não,2,Risco Muito Baixo,Alta,Alto,False,Muito Curto
23.0,167300,Financiada,1.0,Educacão,B,20000,12.21,0,0.12,Não,2,Risco Baixo,Muito Alta,Alto,False,Muito Curto
23.0,168000,Financiada,6.0,Pessoal,B,15750,10.75,0,0.09,Não,2,Risco Baixo,Muito Alta,Alto,False,Muito Curto
25.0,80000,Alugada,0.0,Consolidação de dívidas,B,16000,9.88,0,0.2,Não,3,Risco Baixo,Alta,Alto,False,Curto
23.0,80000,Alugada,2.0,Saúde,C,16000,13.85,0,0.2,Não,3,Risco Médio-Baixo,Alta,Alto,False,Curto
24.0,170000,Financiada,8.0,Educacão,B,5000,11.71,0,0.03,Não,3,Risco Baixo,Muito Alta,Baixo,False,Curto
23.0,62900,Alugada,1.0,Saúde,E,16000,16.35,1,0.22,Não,4,Risco Médio-Alto,Média,Alto,False,Curto
25.0,80500,Alugada,3.0,Pessoal,E,16000,16.45,0,0.2,Sim,4,Risco Médio-Alto,Alta,Alto,False,Curto
26.0,170000,Financiada,0.0,Reforma,B,20000,10.37,0,0.12,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
25.0,170000,Financiada,0.0,Educacão,A,3850,6.17,0,0.02,Não,4,Risco Muito Baixo,Muito Alta,Baixo,False,Curto
26.0,81000,Alugada,7.0,Reforma,C,16000,13.85,0,0.2,Sim,2,Risco Médio-Baixo,Alta,Alto,False,Muito Curto
25.0,83000,Alugada,2.0,Consolidação de dívidas,B,16000,10.99,0,0.19,Não,2,Risco Baixo,Alta,Alto,False,Muito Curto
23.0,85000,Alugada,2.0,Pessoal,C,16000,14.27,0,0.19,Não,2,Risco Médio-Baixo,Alta,Alto,False,Muito Curto
25.0,170000,Financiada,9.0,Saúde,B,25000,10.75,0,0.15,Não,2,Risco Baixo,Muito Alta,Alto,False,Muito Curto
23.0,85000,Alugada,4.0,,A,16000,6.03,0,0.19,Não,3,Risco Muito Baixo,Alta,Alto,False,Curto
24.0,85000,Alugada,1.0,,B,16000,11.99,0,0.19,Não,3,Risco Baixo,Alta,Alto,False,Curto
24.0,85000,Alugada,0.0,Educacão,A,16000,6.91,0,0.19,Não,2,Risco Muito Baixo,Alta,Alto,False,Muito Curto
24.0,134300,Financiada,2.0,Saúde,E,12000,16.45,1,0.08,Não,2,Risco Médio-Alto,Muito Alta,Médio,False,Muito Curto
21.0,15300,Propria,5.0,Saúde,A,2500,6.03,1,0.16,Não,2,Risco Muito Baixo,Muito Baixa,Muito Baixo,False,Muito Curto
26.0,172000,Financiada,7.0,,A,12000,,0,0.07,Não,2,Risco Muito Baixo,Muito Alta,Médio,False,Muito Curto
24.0,172000,Financiada,5.0,Educacão,B,15000,10.37,0,0.09,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
25.0,172000,Financiada,9.0,Educacão,B,12000,11.86,0,0.07,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
25.0,86000,Alugada,9.0,Educacão,D,16000,16.29,0,0.19,Sim,2,Risco Médio,Alta,Alto,False,Muito Curto
26.0,173000,Financiada,0.0,Pessoal,A,10000,8.07,0,0.06,Não,4,Risco Muito Baixo,Muito Alta,Médio,False,Curto
26.0,175000,Financiada,7.0,Consolidação de dívidas,B,30000,,0,0.17,Não,2,Risco Baixo,Muito Alta,Alto,False,Muito Curto
23.0,89100,Alugada,7.0,Pessoal,C,16000,13.92,0,0.18,Sim,4,Risco Médio-Baixo,Muito Alta,Alto,False,Curto
25.0,175000,Financiada,9.0,Pessoal,B,7550,11.49,0,0.04,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
23.0,175000,Financiada,5.0,Educacão,D,35000,,0,0.2,Não,3,Risco Médio,Muito Alta,Muito Alto,False,Curto
24.0,175000,Financiada,9.0,Educacão,A,10000,5.42,0,0.06,Não,3,Risco Muito Baixo,Muito Alta,Médio,False,Curto
26.0,175000,Financiada,0.0,Educacão,D,7500,15.21,0,0.04,Não,3,Risco Médio,Muito Alta,Médio,False,Curto
26.0,175000,Financiada,0.0,Pessoal,C,15000,,0,0.09,Não,3,Risco Médio-Baixo,Muito Alta,Médio,False,Curto
25.0,15000,Propria,9.0,,A,2000,6.91,0,0.13,Não,3,Risco Muito Baixo,Muito Baixa,Muito Baixo,False,Curto
24.0,90000,Alugada,7.0,Educacão,B,16000,12.18,0,0.18,Não,2,Risco Baixo,Muito Alta,Alto,False,Muito Curto
26.0,175000,Financiada,2.0,Consolidação de dívidas,A,3000,8.94,0,0.02,Não,3,Risco Muito Baixo,Muito Alta,Muito Baixo,False,Curto
24.0,175000,Propria,3.0,,B,8000,11.14,0,0.05,Não,4,Risco Baixo,Muito Alta,Médio,False,Curto
23.0,91000,Alugada,2.0,Educacão,C,16000,14.22,0,0.18,Sim,3,Risco Médio-Baixo,Muito Alta,Alto,False,Curto
24.0,79200,Alugada,3.0,Educacão,D,16000,12.67,1,0.2,Sim,2,Risco Médio,Alta,Alto,False,Muito Curto
26.0,93000,Alugada,10.0,Consolidação de dívidas,B,16000,11.11,0,0.17,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
24.0,94000,Alugada,8.0,Reforma,B,16000,11.89,0,0.17,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
24.0,175500,Financiada,4.0,Educacão,B,15000,12.18,0,0.09,Não,3,Risco Baixo,Muito Alta,Médio,False,Curto
24.0,176004,Financiada,2.0,Consolidação de dívidas,B,3200,10.0,0,0.02,Não,4,Risco Baixo,Muito Alta,Baixo,False,Curto
25.0,177160,Financiada,2.0,,B,24000,11.11,0,0.14,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
25.0,178364,Financiada,9.0,Pessoal,E,8000,15.68,0,0.04,Sim,2,Risco Médio-Alto,Muito Alta,Médio,False,Muito Curto
22.0,179000,Financiada,2.0,,B,25000,10.99,0,0.14,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
22.0,83000,Alugada,2.0,Pessoal,D,16000,,1,0.19,Não,3,Risco Médio,Alta,Alto,False,Curto
25.0,180000,Financiada,9.0,Reforma,B,6000,12.42,0,0.03,Não,4,Risco Baixo,Muito Alta,Baixo,False,Curto
26.0,71400,Alugada,10.0,Saúde,D,16000,,1,0.19,Sim,4,Risco Médio,Alta,Alto,False,Curto
24.0,96000,Alugada,2.0,Saúde,B,16000,11.99,0,0.17,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
25.0,180000,Financiada,9.0,Reforma,B,14400,,0,0.08,Não,2,Risco Baixo,Muito Alta,Médio,False,Muito Curto
26.0,97188,Alugada,7.0,,D,16000,12.8,0,0.16,Não,3,Risco Médio,Muito Alta,Alto,False,Curto
24.0,142800,Financiada,8.0,Saúde,D,25000,14.84,1,0.15,Sim,2,Risco Médio,Muito Alta,Alto,False,Muito Curto
26.0,88000,Alugada,0.0,,E,16000,17.88,1,0.18,Sim,4,Risco Médio-Alto,Muito Alta,Alto,False,Curto
24.0,168000,Financiada,0.0,Pessoal,E,25000,16.45,1,0.15,Não,3,Risco Médio-Alto,Muito Alta,Alto,False,Curto
26.0,180000,Financiada,9.0,,C,9700,13.85,0,0.05,Não,4,Risco Médio-Baixo,Muito Alta,Médio,False,Curto
21.0,180000,Financiada,0.0,Educacão,A,5000,8.07,0,0.03,Não,3,Risco Muito Baixo,Muito Alta,Baixo,False,Curto
23.0,180000,Financiada,2.0,,B,5000,9.33,0,0.03,Não,4,Risco Baixo,Muito Alta,Baixo,False,Curto
25.0,180488,Financiada,9.0,Reforma,C,24000,12.87,0,0.13,Não,2,Risco Médio-Baixo,Muito Alta,Alto,False,Muito Curto
23.0,168952,Financiada,5.0,Reforma,A,12500,8.94,1,0.07,Não,2,Risco Muito Baixo,Muito Alta,Médio,False,Muito Curto
25.0,181408,Financiada,2.0,Saúde,B,14500,8.88,0,0.08,Não,2,Risco Baixo,Muito Alta,Médio,False,Muito Curto
26.0,182000,Financiada,10.0,Saúde,B,24000,,0,0.13,Não,4,Risco Baixo,Muito Alta,Alto,False,Curto
24.0,100000,Alugada,5.0,Reforma,B,16000,11.12,0,0.16,Não,3,Risco Baixo,Muito Alta,Alto,False,Curto
24.0,185000,Financiada,8.0,Pessoal,A,10000,6.92,0,0.05,Não,3,Risco Muito Baixo,Muito Alta,Médio,False,Curto
25.0,185000,Financiada,3.0,Educacão,A,12000,5.79,0,0.06,Não,3,Risco Muito Baixo,Muito Alta,Médio,False,Curto
26.0,185000,Financiada,10.0,Reforma,B,6000,11.12,0,0.03,Não,4,Risco Baixo,Muito Alta,Baixo,False,Curto
